epoch,stage,stage_epoch,train_loss,train_digit_accuracy,train_exact_accuracy,val_loss,val_digit_accuracy,val_exact_accuracy
24,finetune,12,1.4451204656082908,0.551440329218107,0.15123456790123457,2.1170195120352284,0.2345679012345679,0.012345679012345678
25,finetune,13,1.4236743847529094,0.5740740740740741,0.19135802469135801,2.1123746471640503,0.24279835390946503,0.012345679012345678
26,finetune,14,1.4279601485640914,0.5617283950617284,0.17901234567901234,2.1118686905613653,0.2345679012345679,0.012345679012345678
27,finetune,15,1.415487211427571,0.5689300411522634,0.21296296296296297,2.1061732916184415,0.23045267489711935,0.012345679012345678
28,finetune,16,1.3950511599764412,0.5781893004115226,0.2006172839506173,2.104638367523382,0.23868312757201646,0.012345679012345678
29,finetune,17,1.3843033976025052,0.5699588477366255,0.20679012345679013,2.1029163201649985,0.24279835390946503,0.012345679012345678
30,finetune,18,1.3679525778617387,0.5925925925925926,0.2345679012345679,2.099140652903804,0.24691358024691357,0.012345679012345678
31,finetune,19,1.3597755123067785,0.5925925925925926,0.22839506172839505,2.0992349194891657,0.24279835390946503,0.012345679012345678
32,finetune,20,1.3574676513671875,0.602880658436214,0.22530864197530864,2.1002077555950778,0.2551440329218107,0.012345679012345678
33,finetune,21,1.326455286991449,0.6255144032921811,0.2623456790123457,2.0995995233088363,0.24691358024691357,0.012345679012345678
34,finetune,22,1.3401481251657745,0.6090534979423868,0.23148148148148148,2.0973746217327354,0.26337448559670784,0.024691358024691357
35,finetune,23,1.311169918672538,0.6193415637860082,0.24691358024691357,2.0951011887303106,0.2551440329218107,0.024691358024691357
36,finetune,24,1.3258249789108465,0.6100823045267489,0.2222222222222222,2.0935629120579473,0.26337448559670784,0.024691358024691357
37,finetune,25,1.3308497225796734,0.6121399176954733,0.24074074074074073,2.09034193592307,0.2551440329218107,0.024691358024691357
38,finetune,26,1.2990030889157895,0.6152263374485597,0.2623456790123457,2.088868067588335,0.25925925925925924,0.024691358024691357
39,finetune,27,1.317569613456726,0.6203703703703703,0.24382716049382716,2.0885817327617127,0.26337448559670784,0.024691358024691357
40,finetune,28,1.3310844618597149,0.6039094650205762,0.25925925925925924,2.0893140928244884,0.25102880658436216,0.012345679012345678
41,finetune,29,1.3216567230813296,0.6059670781893004,0.23148148148148148,2.088916104516865,0.2551440329218107,0.024691358024691357
42,finetune,30,1.308456610750269,0.6286008230452675,0.2839506172839506,2.0884304900228243,0.25925925925925924,0.024691358024691357
43,finetune,31,1.3201584860130593,0.5895061728395061,0.22530864197530864,2.088096927713465,0.25925925925925924,0.024691358024691357
44,finetune,32,1.3131371898415647,0.6203703703703703,0.21604938271604937,2.0879981871004456,0.25925925925925924,0.024691358024691357
45,finetune,33,1.2892445060941908,0.6306584362139918,0.24691358024691357,2.088019014876566,0.25925925925925924,0.024691358024691357
46,finetune,34,1.2831369726746171,0.6296296296296297,0.24691358024691357,2.0879670602303966,0.25925925925925924,0.024691358024691357
47,finetune,35,1.2980625026020003,0.6316872427983539,0.25308641975308643,2.0879641079608304,0.25925925925925924,0.024691358024691357
